Full name,Born in,Born-on,College,Links
Eric Show,"  Riverside, California",  05-19-1956  (Taurus),"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=shower01
Mark Thurmond,"  Houston, Texas",  09-12-1956  (Virgo),  Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=thurmma01
Ed Whitson,"  Johnson City, Tennessee",  05-19-1955  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=whitsed01
Joe Beckwith,"  Opelika, Alabama",  01-28-1955  (Aquarius),  Auburn University,https://www.baseball-almanac.com/players/player.php?p=beckwjo01
Bud Black,"  San Mateo, California",  06-30-1957  (Cancer),  San Diego State University,https://www.baseball-almanac.com/players/player.php?p=blackbu02
Danny Jackson,"  San Antonio, Texas",  01-05-1962  (Capricorn),  University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=jacksda02
Charlie Leibrandt,"  Chicago, Illinois",  10-04-1956  (Libra),  Miami University,https://www.baseball-almanac.com/players/player.php?p=leibrch01
Bret Saberhagen,"  Chicago Heights, Illinois",  04-11-1964  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=saberbr01
Bill Campbell,"  Highland Park, Michigan",  08-09-1948  (Leo),  Mount San Antonio Junior College,https://www.baseball-almanac.com/players/player.php?p=campbbi02
Danny Cox,"  Northampton, England",  09-21-1959  (Virgo),  Troy State University,https://www.baseball-almanac.com/players/player.php?p=coxda01
Ken Dayley,"  Jerome, Idaho",  02-25-1959  (Pisces),  University of Portland,https://www.baseball-almanac.com/players/player.php?p=dayleke01
Ricky Horton,"  Poughkeepsie, New York",  07-30-1959  (Leo),  University of Virginia,https://www.baseball-almanac.com/players/player.php?p=hortori01
John Tudor,"  Schenectady, New York",  02-02-1954  (Aquarius),  Georgia Southern College,https://www.baseball-almanac.com/players/player.php?p=tudorjo01
Todd Worrell,"  Arcadia, California",  09-28-1959  (Libra),  Biola University,https://www.baseball-almanac.com/players/player.php?p=worreto01
Rick Aguilera,"  San Gabriel, California",  12-31-1961  (Capricorn),  Brigham Young University,https://www.baseball-almanac.com/players/player.php?p=aguilri01
Ron Darling,"  Honolulu, Hawaii",  08-19-1960  (Leo),  Yale University,https://www.baseball-almanac.com/players/player.php?p=darliro01
Sid Fernandez,"  Honolulu, Hawaii",  10-12-1962  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=fernasi01
Dwight Gooden,"  Tampa, Florida",  11-16-1964  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=goodedw01
Roger McDowell,"  Cincinnati, Ohio",  12-21-1960  (Sagittarius),  Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=mcdowro01
Bob Ojeda,"  Los Angeles, California",  12-17-1957  (Sagittarius),  College of the Sequoias,https://www.baseball-almanac.com/players/player.php?p=ojedabo01
Jesse Orosco,"  Santa Barbara, California",  04-21-1957  (Taurus),  Santa Barbara City College,https://www.baseball-almanac.com/players/player.php?p=oroscje01
Doug Sisk,"  Renton, Washington",  09-26-1957  (Libra),  Washington State University,https://www.baseball-almanac.com/players/player.php?p=siskdo01
Oil Can Boyd,"  Meridian, Mississippi",  10-06-1959  (Libra),  Jackson State University,https://www.baseball-almanac.com/players/player.php?p=boydoi01
Roger Clemens,"  Dayton, Ohio",  08-04-1962  (Leo),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=clemero02
Steve Crawford,"  Pryor, Oklahoma",  04-29-1958  (Taurus),  Claremore Junior College,https://www.baseball-almanac.com/players/player.php?p=crawfst01
Bruce Hurst,"  St. George, Utah",  03-24-1958  (Aries),  Dixie Junior College,https://www.baseball-almanac.com/players/player.php?p=hurstbr01
Al Nipper,"  San Diego, California",  04-02-1959  (Aries),  Northeast Missouri State University,https://www.baseball-almanac.com/players/player.php?p=nippeal01
Joe Sambito,"  Brooklyn, New York",  06-28-1952  (Cancer),  Adelphi University,https://www.baseball-almanac.com/players/player.php?p=sambijo01
Calvin Schiraldi,"  Houston, Texas",  06-16-1962  (Gemini),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=schirca01
Bob Stanley,"  Portland, Maine",  11-10-1954  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=stanlbo01
Keith Atherton,"  Newport News, Virginia",  02-19-1959  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=atherke01
Juan Berenguer,"  Aguadulce, Coclé, Panama",  11-30-1954  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=berenju01
Joe Niekro,"  Martins Ferry, Ohio",  11-07-1944  (Scorpio),  West Liberty State College,https://www.baseball-almanac.com/players/player.php?p=niekrjo01
Jeff Reardon,"  Dalton, Massachusetts",  10-01-1955  (Libra),  University of Massachusetts Amherst,https://www.baseball-almanac.com/players/player.php?p=reardje01
Dan Schatzeder,"  Elmhurst, Illinois",  12-01-1954  (Sagittarius),  University of Denver,https://www.baseball-almanac.com/players/player.php?p=schatda01
Les Straker,"  Ciudad Bolivar, Bolivar, Venezuela",  10-10-1959  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=strakle01
Frank Viola,"  Hempstead, New York",  04-19-1960  (Aries),  St. John's University,https://www.baseball-almanac.com/players/player.php?p=violafr01
Joe Magrane,"  Des Moines, Iowa",  07-02-1964  (Cancer),  University of Arizona,https://www.baseball-almanac.com/players/player.php?p=magrajo01
Greg Mathews,"  Harbor City, California",  05-17-1962  (Taurus),  Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=mathegr01
Lee Tunnell,"  Tyler, Texas",  10-30-1960  (Scorpio),  Baylor University,https://www.baseball-almanac.com/players/player.php?p=tunnele01
Tim Belcher,"  Mount Gilead, Ohio",  10-19-1961  (Libra),  Mount Vernon Nazarene College,https://www.baseball-almanac.com/players/player.php?p=belchti01
Orel Hershiser,"  Buffalo, New York",  09-16-1958  (Virgo),  Bowling Green State University,https://www.baseball-almanac.com/players/player.php?p=hershor01
Brian Holton,"  McKeesport, Pennsylvania",  11-29-1959  (Sagittarius),  Louisburg Junior College,https://www.baseball-almanac.com/players/player.php?p=holtobr01
Jay Howell,"  Miami, Florida",  11-26-1955  (Sagittarius),  University of Colorado,https://www.baseball-almanac.com/players/player.php?p=howelja01
Tim Leary,"  Santa Monica, California",  12-23-1958  (Capricorn),"  University of California, Los Angeles",https://www.baseball-almanac.com/players/player.php?p=learyti01
Alejandro Pena,"  Cambiaso, Puerto Plata, Dominican Republic",  06-25-1959  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=penaal01
Todd Burns,"  Maywood, California",  07-06-1963  (Cancer),  Oral Roberts University,https://www.baseball-almanac.com/players/player.php?p=burnsto02
Greg Cadaret,"  Detroit, Michigan",  02-27-1962  (Pisces),  Grand Valley State University,https://www.baseball-almanac.com/players/player.php?p=cadargr01
Dennis Eckersley,"  Oakland, California",  10-03-1954  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=eckerde01
Rick Honeycutt,"  Chattanooga, Tennessee",  06-29-1954  (Cancer),  University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=honeyri01
Gene Nelson,"  Tampa, Florida",  12-03-1960  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=nelsoge01
Eric Plunk,"  Wilmington, California",  09-03-1963  (Virgo),"  California State University, Dominguez Hills",https://www.baseball-almanac.com/players/player.php?p=plunker01
Curt Young,"  Saginaw, Michigan",  04-16-1960  (Aries),  Central Michigan University,https://www.baseball-almanac.com/players/player.php?p=youngcu01
Mike Moore,"  Eakly, Oklahoma",  11-26-1959  (Sagittarius),  Oral Roberts University,https://www.baseball-almanac.com/players/player.php?p=mooremi01
Steve Bedrosian,"  Methuen, Massachusetts",  12-06-1957  (Sagittarius),  University of New Haven,https://www.baseball-almanac.com/players/player.php?p=bedrost01
Jeff Brantley,"  Florence, Alabama",  09-05-1963  (Virgo),  Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=brantje01
Kelly Downs,"  Ogden, Utah",  10-25-1960  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=downske01
Scott Garrelts,"  Urbana, Illinois",  10-30-1961  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garresc01
Atlee Hammaker,"  Carmel, California",  01-24-1958  (Aquarius),  East Tennessee State University,https://www.baseball-almanac.com/players/player.php?p=hammaat01
Mike LaCoss,"  Glendale, California",  05-30-1956  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lacosmi01
Jack Armstrong,"  Englewood, New Jersey",  03-07-1965  (Pisces),  Rider & Oklahoma,https://www.baseball-almanac.com/players/player.php?p=armstja01
Tom Browning,"  Casper, Wyoming",  04-28-1960  (Taurus),  Le Moyne College & Tennessee Wesleyan University,https://www.baseball-almanac.com/players/player.php?p=brownto05
Norm Charlton,"  Fort Polk, Louisiana",  01-06-1963  (Capricorn),  Rice University,https://www.baseball-almanac.com/players/player.php?p=charlno01
Rob Dibble,"  Bridgeport, Connecticut",  01-24-1964  (Aquarius),  Florida Southern College,https://www.baseball-almanac.com/players/player.php?p=dibblro01
Randy Myers,"  Vancouver, Washington",  09-19-1962  (Virgo),  Clark College,https://www.baseball-almanac.com/players/player.php?p=myersra01
Jose Rijo,"  San Cristóbal, San Cristóbal, Dominican Republic",  05-13-1965  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rijojo01
Scott Scudder,"  Paris, Texas",  02-14-1968  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=scuddsc01
Joe Klink,"  Johnstown, Pennsylvania",  02-03-1962  (Aquarius),  Biscayne College,https://www.baseball-almanac.com/players/player.php?p=klinkjo01
Scott Sanderson,"  Dearborn, Michigan",  07-22-1956  (Cancer),  Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=sandesc01
Scott Erickson,"  Long Beach, California",  02-02-1968  (Aquarius),  University of Arizona,https://www.baseball-almanac.com/players/player.php?p=ericksc01
Mark Guthrie,"  Buffalo, New York",  09-22-1965  (Virgo),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=guthrma01
Terry Leach,"  Selma, Alabama",  03-13-1954  (Pisces),  Auburn University,https://www.baseball-almanac.com/players/player.php?p=leachte01
Kevin Tapani,"  Des Moines, Iowa",  02-18-1964  (Aquarius),  Central Michigan University,https://www.baseball-almanac.com/players/player.php?p=tapanke01
David West,"  Memphis, Tennessee",  09-01-1964  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=westda01
Carl Willis,"  Danville, Virginia",  12-28-1960  (Capricorn),  University of North Carolina at Wilmington,https://www.baseball-almanac.com/players/player.php?p=willica01
Steve Avery,"  Trenton, Michigan",  04-14-1970  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=averyst01
Jim Clancy,"  Chicago, Illinois",  12-18-1955  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=clancji01
Tom Glavine,"  Concord, Massachusetts",  03-25-1966  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=glavito02
Kent Mercker,"  Brownsburg, Indiana",  02-01-1968  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=merckke01
John Smoltz,"  Detroit, Michigan",  05-15-1967  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smoltjo01
Mike Stanton,"  Houston, Texas",  06-02-1967  (Gemini),  Alvin JC & Southwestern University,https://www.baseball-almanac.com/players/player.php?p=stantmi02
Randy St. Claire,"  Glens Falls, New York",  08-23-1960  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=stclra01
Mark Wohlers,"  Holyoke, Massachusetts",  01-23-1970  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wohlema01
David Cone,"  Kansas City, Missouri",  01-02-1963  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=coneda01
Mark Eichhorn,"  San Jose, California",  11-21-1960  (Scorpio),  Cabrillo College,https://www.baseball-almanac.com/players/player.php?p=eichhma01
Juan Guzman,"  Santo Domingo, Distrito Nacional, Dominican Republic",  10-28-1966  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=guzmaju01
Tom Henke,"  Kansas City, Missouri",  12-21-1957  (Sagittarius),  Southwest Texas State University,https://www.baseball-almanac.com/players/player.php?p=henketo01
Jimmy Key,"  Huntsville, Alabama",  04-22-1961  (Taurus),  Clemson University,https://www.baseball-almanac.com/players/player.php?p=keyji01
Todd Stottlemyre,"  Sunnyside, Washington",  05-20-1965  (Taurus),  Yakima Valley Community College & UNLV,https://www.baseball-almanac.com/players/player.php?p=stottto01
Mike Timlin,"  Midland, Texas",  03-10-1966  (Pisces),  Southwestern University,https://www.baseball-almanac.com/players/player.php?p=timlimi01
Duane Ward,"  Park View, New Mexico",  05-28-1964  (Gemini),  Rancho Santiago,https://www.baseball-almanac.com/players/player.php?p=warddu01
David Wells,"  Torrance, California",  05-20-1963  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wellsda01
Pete Smith,"  Abington, Massachusetts",  02-27-1966  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smithpe02
Tony Castillo,"  Quibor, Lara, Venezuela",  03-01-1963  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=castito02
Pat Hentgen,"  Detroit, Michigan",  11-13-1968  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hentgpa01
Al Leiter,"  Toms River, New Jersey",  10-23-1965  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=leiteal01
Tommy Greene,"  Lumberton, North Carolina",  04-06-1967  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=greento01
Roger Mason,"  Bellaire, Michigan",  09-18-1957  (Virgo),  Saginaw Valley State,https://www.baseball-almanac.com/players/player.php?p=masonro01
Terry Mulholland,"  Uniontown, Pennsylvania",  03-09-1963  (Pisces),  Marietta College,https://www.baseball-almanac.com/players/player.php?p=mulhote01
Ben Rivera,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  01-11-1968  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=riverbe01
Curt Schilling,"  Anchorage, Alaska",  11-14-1966  (Scorpio),  Yavapai Community College,https://www.baseball-almanac.com/players/player.php?p=schilcu01
Bobby Thigpen,"  Tallahassee, Florida",  07-17-1963  (Cancer),  Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=thigpbo01
Mitch Williams,"  Santa Ana, California",  11-17-1964  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=willimi02
Pedro Borbon,"  Mao, Valverde, Dominican Republic",  11-15-1967  (Scorpio),  Ranger Junior College,https://www.baseball-almanac.com/players/player.php?p=borbope02
Brad Clontz,"  Stuart, Virginia",  04-25-1971  (Taurus),  Virginia Tech,https://www.baseball-almanac.com/players/player.php?p=clontbr01
Greg Maddux,"  San Angelo, Texas",  04-14-1966  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=maddugr01
Greg McMichael,"  Knoxville, Tennessee",  12-01-1966  (Sagittarius),  University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=mcmicgr01
Paul Assenmacher,"  Detroit, Michigan",  12-10-1960  (Sagittarius),  Aquinas College,https://www.baseball-almanac.com/players/player.php?p=assenpa01
Alan Embree,"  The Dalles, Oregon",  01-23-1970  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=embreal01
Ken Hill,"  Lynn, Massachusetts",  12-14-1965  (Sagittarius),  North Adams State College,https://www.baseball-almanac.com/players/player.php?p=hillke01
Jose Mesa,"  Azua de Compostela, Azua, Dominican Republic",  05-22-1966  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mesajo01
Charles Nagy,"  Bridgeport, Connecticut",  05-05-1967  (Taurus),  University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=nagych01
Jim Poole,"  Rochester, New York",  04-28-1966  (Taurus),  Georgia Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=pooleji02
Julian Tavarez,"  Santiago, Santiago, Dominican Republic",  05-22-1973  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=tavarju01
Brian Boehringer,"  St. Louis, Missouri",  01-08-1969  (Capricorn),"  University of Nevada, Las Vegas",https://www.baseball-almanac.com/players/player.php?p=boehrbr01
Graeme Lloyd,"  Geelong, Victoria, Australia",  04-09-1967  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lloydgr01
Jeff Nelson,"  Baltimore, Maryland",  11-17-1966  (Scorpio),  Catonsville Community College,https://www.baseball-almanac.com/players/player.php?p=nelsoje01
Andy Pettitte,"  Baton Rouge, Louisiana",  06-15-1972  (Gemini),  San Jacinto Junior College,https://www.baseball-almanac.com/players/player.php?p=pettian01
Mariano Rivera,"  Panama City, Panama, Panama",  11-29-1969  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=riverma01
Kenny Rogers,"  Savannah, Georgia",  11-10-1964  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rogerke01
David Weathers,"  Lawrenceburg, Tennessee",  09-25-1969  (Libra),  Motlow State Community College,https://www.baseball-almanac.com/players/player.php?p=weathda01
John Wetteland,"  San Mateo, California",  08-21-1966  (Leo),  College of San Mateo,https://www.baseball-almanac.com/players/player.php?p=wettejo01
Mike Bielecki,"  Baltimore, Maryland",  07-31-1959  (Leo),  Loyola College in Maryland & Valencia Community College,https://www.baseball-almanac.com/players/player.php?p=bielemi01
Denny Neagle,"  Gambrills, Maryland",  09-13-1968  (Virgo),  University of Minnesota,https://www.baseball-almanac.com/players/player.php?p=neaglde01
Terrell Wade,"  Rembert, South Carolina",  01-25-1973  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wadete01
Antonio Alfonseca,"  La Romana, La Romana, Dominican Republic",  04-16-1972  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=alfonan01
Kevin Brown,"  McIntyre, Georgia",  03-14-1965  (Pisces),  Georgia Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=brownke01
Dennis Cook,"  LaMarque, Texas",  10-04-1962  (Libra),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=cookde01
Felix Heredia,"  Barahona, Barahona, Dominican Republic",  06-20-1975  (Gemini),  Escuela Dominical,https://www.baseball-almanac.com/players/player.php?p=heredfe01
Livan Hernandez,"  Villa Clara, Cuba",  02-20-1975  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hernali01
Robb Nen,"  San Pedro, California",  11-28-1969  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=nenro01
Jay Powell,"  Meridian, Mississippi",  01-09-1972  (Capricorn),  Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=powelja04
Tony Saunders,"  Baltimore, Maryland",  04-29-1974  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=saundto01
Ed Vosberg,"  Tucson, Arizona",  09-28-1961  (Libra),  University of Arizona,https://www.baseball-almanac.com/players/player.php?p=vosbeed01
Brian Anderson,"  Portsmouth, Virginia",  04-26-1972  (Taurus),  Wright State University,https://www.baseball-almanac.com/players/player.php?p=anderbr02
Michael Jackson,"  Houston, Texas",  12-22-1964  (Capricorn),  Hill Junior College,https://www.baseball-almanac.com/players/player.php?p=jacksmi02
Jeff Juden,"  Salem, Massachusetts",  01-19-1971  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=judenje01
Alvin Morman,"  Rockingham, North Carolina",  01-06-1969  (Capricorn),  Wingate University,https://www.baseball-almanac.com/players/player.php?p=mormaal01
Chad Ogea,"  Lake Charles, Louisiana",  11-09-1970  (Scorpio),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=ogeach01
Jaret Wright,"  Anaheim, California",  12-29-1975  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wrighja02
Orlando Hernandez,"  Havana, Cuba",  10-11-1965  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hernaor01
Ramiro Mendoza,"  Los Santos, Panama",  06-15-1972  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mendora01
Andy Ashby,"  Kansas City, Missouri",  07-11-1967  (Cancer),  Crowder College,https://www.baseball-almanac.com/players/player.php?p=ashbyan01
Joey Hamilton,"  Statesboro, Georgia",  09-09-1970  (Virgo),  Georgia Southern University,https://www.baseball-almanac.com/players/player.php?p=hamiljo02
Sterling Hitchcock,"  Fayetteville, North Carolina",  04-29-1971  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hitchst01
Trevor Hoffman,"  Bellflower, California",  10-13-1967  (Libra),  Cypress College & University of Arizona,https://www.baseball-almanac.com/players/player.php?p=hoffmtr01
Mark Langston,"  San Diego, California",  08-20-1960  (Leo),  San Jose State University,https://www.baseball-almanac.com/players/player.php?p=langsma01
Dan Miceli,"  Newark, New Jersey",  09-09-1970  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=micelda01
Donne Wall,"  Potosi, Missouri",  07-11-1967  (Cancer),  Jefferson College & University of Southwestern Louisiana,https://www.baseball-almanac.com/players/player.php?p=walldo01
Jason Grimsley,"  Cleveland, Texas",  08-07-1967  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=grimsja01
Kevin McGlinchy,"  Malden, Massachusetts",  06-28-1977  (Cancer),  Central Florida Community College,https://www.baseball-almanac.com/players/player.php?p=mcglike01
Kevin Millwood,"  Gastonia, North Carolina",  12-24-1974  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=millwke01
Mike Remlinger,"  Middletown, New York",  03-23-1966  (Aries),  Dartmouth College,https://www.baseball-almanac.com/players/player.php?p=remlimi01
John Rocker,"  Statesboro, Georgia",  10-17-1974  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rockejo01
Russ Springer,"  Alexandria, Louisiana",  11-07-1968  (Scorpio),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=sprinru01
Armando Benitez,"  Ramón Santana, San Pedro de Macorís, Dominican Republic",  11-03-1972  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=benitar01
John Franco,"  Brooklyn, New York",  09-17-1960  (Virgo),  St. John's University,https://www.baseball-almanac.com/players/player.php?p=francjo01
Mike Hampton,"  Brooksville, Florida",  09-09-1972  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hamptmi01
Bobby Jones,"  Fresno, California",  02-10-1970  (Aquarius),"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=jonesbo03
Rick Reed,"  Huntington, West Virginia",  08-16-1964  (Leo),  Marshall University,https://www.baseball-almanac.com/players/player.php?p=reedri01
Glendon Rusch,"  Seattle, Washington",  11-07-1974  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ruschgl01
Turk Wendell,"  Pittsfield, Massachusetts",  05-19-1967  (Taurus),  Quinnipiac College,https://www.baseball-almanac.com/players/player.php?p=wendetu01
Rick White,"  Springfield, Ohio",  12-23-1968  (Capricorn),  Paducah Junior College,https://www.baseball-almanac.com/players/player.php?p=whiteri01
Miguel Batista,"  Santo Domingo, Distrito Nacional, Dominican Republic",  02-19-1971  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=batismi01
Troy Brohawn,"  Cambridge, Maryland",  01-14-1973  (Capricorn),  University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=brohatr01
Randy Johnson,"  Walnut Creek, California",  09-10-1963  (Virgo),  University of Southern California,https://www.baseball-almanac.com/players/player.php?p=johnsra05
Byung-Hyun Kim,"  Gwangju, Gwangju, South Korea",  01-19-1979  (Capricorn),  Sungkyunkwan University,https://www.baseball-almanac.com/players/player.php?p=kimby01
Albie Lopez,"  Mesa, Arizona",  08-18-1971  (Leo),  Mesa Community College,https://www.baseball-almanac.com/players/player.php?p=lopezal02
Mike Morgan,"  Tulare, California",  10-08-1959  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=morgami01
Greg Swindell,"  Fort Worth, Texas",  01-02-1965  (Capricorn),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=swindgr01
Bobby Witt,"  Arlington, Virginia",  05-11-1964  (Taurus),  University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=wittbo01
Randy Choate,"  San Antonio, Texas",  09-05-1975  (Virgo),  Florida State University,https://www.baseball-almanac.com/players/player.php?p=choatra01
Mike Mussina,"  Williamsport, Pennsylvania",  12-08-1968  (Sagittarius),  Stanford University,https://www.baseball-almanac.com/players/player.php?p=mussimi01
Jay Witasick,"  Baltimore, Maryland",  08-28-1972  (Virgo),"  Brevard Community College & University of Maryland, Baltimore County",https://www.baseball-almanac.com/players/player.php?p=witasja01
Kevin Appier,"  Lancaster, California",  12-06-1967  (Sagittarius),  Fresno Community College,https://www.baseball-almanac.com/players/player.php?p=appieke01
Brendan Donnelly,"  Washington, D.C.",  07-04-1971  (Cancer),  Mesa State College,https://www.baseball-almanac.com/players/player.php?p=donnebr01
John Lackey,"  Abilene, Texas",  10-23-1978  (Libra),  University of Texas at Arlington & Grayson County College,https://www.baseball-almanac.com/players/player.php?p=lackejo01
Ramon Ortiz,"  Cotuí, Sánchez Ramírez, Dominican Republic",  05-23-1973  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ortizra01
Troy Percival,"  Fontana, California",  08-09-1969  (Leo),"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=percitr01
Francisco Rodriguez,"  Caracas, Distrito Capital, Venezuela",  01-07-1982  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rodrifr03
Scott Schoeneweis,"  Long Branch, New Jersey",  10-02-1973  (Libra),  Duke University,https://www.baseball-almanac.com/players/player.php?p=schoesc01
Scot Shields,"  Fort Lauderdale, Florida",  07-22-1975  (Cancer),  Lincoln Memorial University,https://www.baseball-almanac.com/players/player.php?p=shielsc01
Jarrod Washburn,"  La Crosse, Wisconsin",  08-13-1974  (Leo),  University of Wisconsin-Oshkosh,https://www.baseball-almanac.com/players/player.php?p=washbja01
Ben Weber,"  Port Arthur, Texas",  11-17-1969  (Scorpio),  University of Houston,https://www.baseball-almanac.com/players/player.php?p=weberbe01
Scott Eyre,"  Inglewood, California",  05-30-1972  (Gemini),  Southern Idaho Junior College,https://www.baseball-almanac.com/players/player.php?p=eyresc01
Aaron Fultz,"  Memphis, Tennessee",  09-04-1973  (Virgo),  North Florida Junior College,https://www.baseball-almanac.com/players/player.php?p=fultzaa01
Russ Ortiz,"  Encino, California",  06-05-1974  (Gemini),  University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=ortizru01
Felix Rodriguez,"  Monte Cristi, Monte Cristi, Dominican Republic",  09-09-1972  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rodrife01
Kirk Rueter,"  Hoyleton, Illinois",  12-01-1970  (Sagittarius),  Murray State University,https://www.baseball-almanac.com/players/player.php?p=rueteki01
Jason Schmidt,"  Lewiston, Idaho",  01-29-1973  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=schmija01
Tim Worrell,"  Pasadena, California",  07-05-1967  (Cancer),  Biola University,https://www.baseball-almanac.com/players/player.php?p=worreti01
Chad Zerbe,"  Findlay, Ohio",  04-27-1972  (Taurus),  Hillsborough Community College,https://www.baseball-almanac.com/players/player.php?p=zerbech01
Josh Beckett,"  Spring, Texas",  05-15-1980  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=beckejo02
