Full name,Born in,Born-on,College,Links
Monte Pearson,"  Oakland, California",  09-02-1908  (Virgo),"  University of California, Berkeley",https://www.baseball-almanac.com/players/player.php?p=pearsmo01
Slick Castleman,"  Donelson, Tennessee",  09-08-1913  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=castlsl01
Dick Coffman,"  Veto, Alabama",  12-18-1906  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=coffmdi01
Frank Gabler,"  East Highlands, California",  11-06-1911  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gablefr01
Harry Gumbert,"  Elizabeth, Pennsylvania",  11-05-1909  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gumbeha01
Al Smith,"  Belleville, Illinois",  10-12-1907  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smithal03
Ivy Andrews,"  Dora, Alabama",  05-06-1907  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=andreiv01
Kemp Wicker,"  Kernersville, North Carolina",  08-13-1906  (Leo),  North Carolina State University (DNP),https://www.baseball-almanac.com/players/player.php?p=wickeke01
Don Brennan,"  Augusta, Maine",  12-02-1903  (Sagittarius),  Georgetown University,https://www.baseball-almanac.com/players/player.php?p=brenndo01
Cliff Melton,"  Brevard, North Carolina",  01-03-1912  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=meltocl01
Clay Bryant,"  Madison Heights, Virginia",  11-16-1911  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bryancl01
Vance Page,"  Elm City, North Carolina",  09-15-1905  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pageva01
Oral Hildebrand,"  Indianapolis, Indiana",  04-07-1907  (Aries),  Butler University,https://www.baseball-almanac.com/players/player.php?p=hildeor01
Steve Sundra,"  Luxor, Pennsylvania",  03-27-1910  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sundrst01
Lee Grissom,"  Sherman, Texas",  10-23-1907  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=grissle01
Whitey Moore,"  Tuscarawas, Ohio",  06-10-1912  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=moorewh01
Junior Thompson,"  Latham, Illinois",  06-07-1917  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=thompju01
Bucky Walters,"  Philadelphia, Pennsylvania",  04-19-1909  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=waltebu01
Joe Beggs,"  Rankin, Pennsylvania",  11-04-1910  (Scorpio),  Geneva College,https://www.baseball-almanac.com/players/player.php?p=beggsjo01
Johnny Hutchings,"  Chicago, Illinois",  04-14-1916  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hutchjo02
Elmer Riddle,"  Columbus, Georgia",  07-31-1914  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=riddlel01
Jim Turner,"  Antioch, Tennessee",  08-06-1903  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=turneji01
Johnny Vander Meer,"  Prospect Park, New Jersey",  11-02-1914  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=vandejo01
Johnny Gorsica,"  Bayonne, New Jersey",  03-29-1915  (Aries),  West Virginia University,https://www.baseball-almanac.com/players/player.php?p=gorsijo01
Fred Hutchinson,"  Seattle, Washington",  08-12-1919  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hutchfr01
Archie McKain,"  Delphos, Kansas",  05-12-1911  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mckaiar01
Bobo Newsom,"  Hartsville, South Carolina",  08-11-1907  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=newsobo01
Clay Smith,"  Cambridge, Kansas",  09-11-1914  (Virgo),  Southwestern College,https://www.baseball-almanac.com/players/player.php?p=smithcl01
Dizzy Trout,"  Sandcut, Indiana",  06-29-1915  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=troutdi01
Tiny Bonham,"  Ione, California",  08-16-1913  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bonhati01
Marv Breuer,"  Rolla, Missouri",  04-29-1914  (Taurus),  Missouri School of Mines (DNP),https://www.baseball-almanac.com/players/player.php?p=breuema01
Spud Chandler,"  Commerce, Georgia",  09-12-1907  (Virgo),  University of Georgia,https://www.baseball-almanac.com/players/player.php?p=chandsp01
Atley Donald,"  Morton, Mississippi",  08-19-1910  (Leo),  Louisiana Tech University,https://www.baseball-almanac.com/players/player.php?p=donalat01
Marius Russo,"  Brooklyn, New York",  07-19-1914  (Cancer),  Brooklyn College & LIU Brooklyn,https://www.baseball-almanac.com/players/player.php?p=russoma01
Hugh Casey,"  Atlanta, Georgia",  10-14-1913  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=caseyhu01
Curt Davis,"  Greenfield, Missouri",  09-07-1903  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=daviscu01
Kirby Higbe,"  Columbia, South Carolina",  04-08-1915  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=higbeki01
Whit Wyatt,"  Kensington, Georgia",  09-27-1907  (Libra),  Georgia School of Technology,https://www.baseball-almanac.com/players/player.php?p=wyattwh01
Johnny Beazley,"  Nashville, Tennessee",  05-25-1918  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=beazljo01
Mort Cooper,"  Atherton, Missouri",  03-02-1913  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=coopemo01
Max Lanier,"  Denton, North Carolina",  08-18-1915  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=laniema01
Howie Pollet,"  New Orleans, Louisiana",  06-26-1921  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=polleho01
Ernie White,"  Pacolet Mills, South Carolina",  09-05-1916  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=whiteer01
Hank Borowy,"  Bloomfield, New Jersey",  05-12-1916  (Taurus),  Fordham University,https://www.baseball-almanac.com/players/player.php?p=borowha01
Al Brazle,"  Loyal, Oklahoma",  10-19-1913  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=brazlal01
Harry Brecheen,"  Broken Bow, Oklahoma",  10-14-1914  (Libra),  East Central State Normal School,https://www.baseball-almanac.com/players/player.php?p=brechha01
Murry Dickson,"  Tracy, Missouri",  08-21-1916  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dicksmu01
Howie Krist,"  West Henrietta, New York",  02-28-1916  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kristho01
Bud Byerly,"  Webster Groves, Missouri",  10-26-1919  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=byerlbu01
Blix Donnelly,"  Olivia, Minnesota",  01-21-1914  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=donnebl01
Al Jurisich,"  New Orleans, Louisiana",  08-25-1921  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jurisal01
Freddy Schmidt,"  Hartford, Connecticut",  02-09-1916  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=schmifr01
Ted Wilks,"  Fulton, New York",  11-13-1915  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wilkste01
Denny Galehouse,"  Marshallville, Ohio",  12-07-1911  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=galehde01
Al Hollingsworth,"  St. Louis, Missouri",  02-25-1908  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hollial01
Sig Jakucki,"  Camden, New Jersey",  08-20-1909  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jakucsi01
Jack Kramer,"  New Orleans, Louisiana",  01-05-1918  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=krameja01
Bob Muncrief,"  Madill, Oklahoma",  01-28-1916  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=muncrbo01
Nels Potter,"  Mount Morris, Illinois",  08-23-1911  (Virgo),  Manchester College,https://www.baseball-almanac.com/players/player.php?p=pottene01
Tex Shirley,"  Birthright, Texas",  04-25-1918  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=shirlte01
Al Benton,"  Noble, Oklahoma",  03-18-1911  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bentoal01
